flight_date,flight_status,departure_airport,departure_timezone,departure_iata,departure_delay_minutes,departure_scheduled,departure_estimated,departure_actual,arrival_airport,arrival_timezone,arrival_iata,arrival_scheduled,arrival_delay_minutes,arrival_estimated,arrival_actual,airline_name,airline_iata,airline_icao,flight_number,flight_iata,flight_icao,year,month,day,day_of_week,total_delay_minutes,route,is_delayed
2025-12-23,active,Cote D'azur International Airport,Europe/Paris,NCE,0.0,2025-12-23 09:15:00+00:00,2025-12-23 09:15:00+00:00,2025-12-23 09:35:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 10:50:00+00:00,21.0,2025-12-23 10:50:00+00:00,,Tunisair,TU,TAR,997,TU997,TAR997,2025,12,23,Tuesday,21.0,NCE → TUN,True
2025-12-23,active,Geneve-cointrin,Europe/Zurich,GVA,0.0,2025-12-23 09:55:00+00:00,2025-12-23 09:55:00+00:00,2025-12-23 10:46:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 11:50:00+00:00,51.0,,,Tunisair,TU,TAR,701,TU701,TAR701,2025,12,23,Tuesday,51.0,GVA → TUN,True
2025-12-23,landed,Carthage,Africa/Tunis,TUN,11.0,2025-12-23 07:50:00+00:00,2025-12-23 07:50:00+00:00,2025-12-23 08:37:00+00:00,Orly,Europe/Paris,ORY,2025-12-23 10:20:00+00:00,11.0,2025-12-23 10:29:00+00:00,2025-12-23 10:31:00+00:00,Tunisair,TU,TAR,718,TU718,TAR718,2025,12,23,Tuesday,22.0,TUN → ORY,True
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,98.0,2025-12-23 07:45:00+00:00,2025-12-23 07:45:00+00:00,2025-12-23 09:43:00+00:00,Milano Malpensa,Europe/Rome,MXP,2025-12-23 09:30:00+00:00,98.0,2025-12-23 11:08:00+00:00,,Tunisair,TU,TAR,756,TU756,TAR756,2025,12,23,Tuesday,196.0,TUN → MXP,True
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,72.0,2025-12-23 07:25:00+00:00,2025-12-23 07:25:00+00:00,2025-12-23 08:59:00+00:00,Blagnac,Europe/Paris,TLS,2025-12-23 09:20:00+00:00,71.0,2025-12-23 10:31:00+00:00,,Tunisair,TU,TAR,282,TU282,TAR282,2025,12,23,Tuesday,143.0,TUN → TLS,True
2025-12-23,Unknown,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 07:15:00+00:00,2025-12-23 07:15:00+00:00,,St-ExupÃ©ry,Europe/Paris,LYS,2025-12-23 09:05:00+00:00,0.0,,,Tunisair,TU,TAR,750,TU750,TAR750,2025,12,23,Tuesday,0.0,TUN → LYS,False
2025-12-23,landed,Carthage,Africa/Tunis,TUN,6.0,2025-12-23 07:00:00+00:00,2025-12-23 07:00:00+00:00,2025-12-23 07:32:00+00:00,Geneve-cointrin,Europe/Zurich,GVA,2025-12-23 08:55:00+00:00,6.0,2025-12-23 09:05:00+00:00,2025-12-23 09:01:00+00:00,Tunisair,TU,TAR,700,TU700,TAR700,2025,12,23,Tuesday,12.0,TUN → GVA,False
2025-12-23,landed,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 06:55:00+00:00,2025-12-23 06:55:00+00:00,2025-12-23 07:13:00+00:00,Istanbul Airport,Europe/Istanbul,IST,2025-12-23 11:35:00+00:00,0.0,2025-12-23 11:19:00+00:00,2025-12-23 11:26:00+00:00,Tunisair,TU,TAR,214,TU214,TAR214,2025,12,23,Tuesday,0.0,TUN → IST,False
2025-12-23,landed,Carthage,Africa/Tunis,TUN,4.0,2025-12-23 06:45:00+00:00,2025-12-23 06:45:00+00:00,2025-12-23 07:10:00+00:00,Cote D'azur International Airport,Europe/Paris,NCE,2025-12-23 08:15:00+00:00,4.0,2025-12-23 08:15:00+00:00,2025-12-23 08:19:00+00:00,Tunisair,TU,TAR,996,TU996,TAR996,2025,12,23,Tuesday,8.0,TUN → NCE,False
2025-12-23,scheduled,Orly,Europe/Paris,ORY,0.0,2025-12-23 20:20:00+00:00,2025-12-23 20:20:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-23 22:45:00+00:00,0.0,,,Tunisair,TU,TAR,725,TU725,TAR725,2025,12,23,Tuesday,0.0,ORY → TUN,False
2025-12-23,scheduled,Orly,Europe/Paris,ORY,0.0,2025-12-23 19:15:00+00:00,2025-12-23 19:15:00+00:00,,Djerba-Zarzis,Africa/Tunis,DJE,2025-12-23 22:05:00+00:00,171.0,,,Tunisair,TU,TAR,635,TU635,TAR635,2025,12,23,Tuesday,171.0,ORY → DJE,True
2025-12-23,scheduled,Heathrow,Europe/London,LHR,0.0,2025-12-23 16:50:00+00:00,2025-12-23 16:50:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-23 20:50:00+00:00,0.0,,,Tunisair,TU,TAR,791,TU791,TAR791,2025,12,23,Tuesday,0.0,LHR → TUN,False
2025-12-23,active,Djerba-Zarzis,Africa/Tunis,DJE,0.0,2025-12-23 15:30:00+00:00,2025-12-23 15:30:00+00:00,,Orly,Europe/Paris,ORY,2025-12-23 18:15:00+00:00,180.0,,,Tunisair,TU,TAR,634,TU634,TAR634,2025,12,23,Tuesday,180.0,DJE → ORY,True
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 15:05:00+00:00,2025-12-23 15:05:00+00:00,,Felix Houphouet Boigny,Africa/Abidjan,ABJ,2025-12-23 19:25:00+00:00,0.0,,,Tunisair,TU,TAR,399,TU399,TAR399,2025,12,23,Tuesday,0.0,TUN → ABJ,False
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 14:30:00+00:00,2025-12-23 14:30:00+00:00,,Queen Alia International,Asia/Amman,AMM,2025-12-23 20:10:00+00:00,0.0,,,Tunisair,TU,TAR,152,TU152,TAR152,2025,12,23,Tuesday,0.0,TUN → AMM,False
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 13:45:00+00:00,2025-12-23 13:45:00+00:00,,Heathrow,Europe/London,LHR,2025-12-23 15:50:00+00:00,115.0,,,Tunisair,TU,TAR,790,TU790,TAR790,2025,12,23,Tuesday,115.0,TUN → LHR,True
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 13:35:00+00:00,2025-12-23 13:35:00+00:00,,Orly,Europe/Paris,ORY,2025-12-23 16:00:00+00:00,95.0,,,Tunisair,TU,TAR,722,TU722,TAR722,2025,12,23,Tuesday,95.0,TUN → ORY,True
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 13:30:00+00:00,2025-12-23 13:30:00+00:00,,MÃ©rignac,Europe/Paris,BOD,2025-12-23 15:35:00+00:00,50.0,,,Tunisair,TU,TAR,628,TU628,TAR628,2025,12,23,Tuesday,50.0,TUN → BOD,True
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 13:05:00+00:00,2025-12-23 13:05:00+00:00,,Es Senia,Africa/Algiers,ORN,2025-12-23 14:50:00+00:00,55.0,,,Tunisair,TU,TAR,708,TU708,TAR708,2025,12,23,Tuesday,55.0,TUN → ORN,True
2025-12-23,active,Carthage,Africa/Tunis,TUN,10.0,2025-12-23 12:00:00+00:00,2025-12-23 12:00:00+00:00,2025-12-23 12:23:00+00:00,Marseille Provence Airport,Europe/Paris,MRS,2025-12-23 13:35:00+00:00,24.0,2025-12-23 13:45:00+00:00,,Tunisair,TU,TAR,902,TU902,TAR902,2025,12,23,Tuesday,34.0,TUN → MRS,True
2025-12-23,landed,Orly,Europe/Paris,ORY,7.0,2025-12-23 11:50:00+00:00,2025-12-23 11:50:00+00:00,2025-12-23 12:25:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 14:20:00+00:00,7.0,2025-12-23 14:25:00+00:00,2025-12-23 14:27:00+00:00,Tunisair,TU,TAR,719,TU719,TAR719,2025,12,23,Tuesday,14.0,ORY → TUN,False
2025-12-23,landed,Brussels Airport,Europe/Brussels,BRU,22.0,2025-12-23 10:35:00+00:00,2025-12-23 10:35:00+00:00,2025-12-23 11:16:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 13:15:00+00:00,22.0,2025-12-23 13:36:00+00:00,2025-12-23 13:37:00+00:00,Tunisair,TU,TAR,955,TU955,TAR955,2025,12,23,Tuesday,44.0,BRU → TUN,True
2025-12-23,scheduled,Milano Malpensa,Europe/Rome,MXP,134.0,2025-12-23 10:30:00+00:00,2025-12-23 10:30:00+00:00,2025-12-23 13:10:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 12:25:00+00:00,134.0,2025-12-23 14:39:00+00:00,,Tunisair,TU,TAR,757,TU757,TAR757,2025,12,23,Tuesday,268.0,MXP → TUN,True
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 07:00:00+00:00,2025-12-23 07:00:00+00:00,2025-12-23 07:18:00+00:00,Brussels Airport,Europe/Brussels,BRU,2025-12-23 09:35:00+00:00,19.0,2025-12-23 09:34:00+00:00,,Tunisair,TU,TAR,954,TU954,TAR954,2025,12,23,Tuesday,19.0,TUN → BRU,True
2025-12-23,scheduled,Felix Houphouet Boigny,Africa/Abidjan,ABJ,0.0,2025-12-23 20:25:00+00:00,2025-12-23 20:25:00+00:00,,Bamako,Africa/Bamako,BKO,2025-12-23 21:55:00+00:00,0.0,,,Tunisair,TU,TAR,399,TU399,TAR399,2025,12,23,Tuesday,0.0,ABJ → BKO,False
2025-12-23,scheduled,Orly,Europe/Paris,ORY,0.0,2025-12-23 19:15:00+00:00,2025-12-23 19:15:00+00:00,,Djerba-Zarzis,Africa/Tunis,DJE,2025-12-23 22:05:00+00:00,0.0,,,Tunisair,TU,TAR,635,TU635,TAR635,2025,12,23,Tuesday,0.0,ORY → DJE,False
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 16:55:00+00:00,2025-12-23 16:55:00+00:00,,Orly,Europe/Paris,ORY,2025-12-23 19:20:00+00:00,0.0,,,Tunisair,TU,TAR,724,TU724,TAR724,2025,12,23,Tuesday,0.0,TUN → ORY,False
2025-12-23,active,Es Senia,Africa/Algiers,ORN,0.0,2025-12-23 15:40:00+00:00,2025-12-23 15:40:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-23 17:20:00+00:00,0.0,,,Tunisair,TU,TAR,709,TU709,TAR709,2025,12,23,Tuesday,0.0,ORN → TUN,False
2025-12-23,active,Houari Boumediene,Africa/Algiers,ALG,0.0,2025-12-23 14:55:00+00:00,2025-12-23 14:55:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-23 16:05:00+00:00,0.0,,,Tunisair,TU,TAR,375,TU375,TAR375,2025,12,23,Tuesday,0.0,ALG → TUN,False
2025-12-23,active,Marseille Provence Airport,Europe/Paris,MRS,0.0,2025-12-23 14:35:00+00:00,2025-12-23 14:35:00+00:00,2025-12-23 15:23:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 16:10:00+00:00,48.0,,,Tunisair,TU,TAR,903,TU903,TAR903,2025,12,23,Tuesday,48.0,MRS → TUN,True
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 14:30:00+00:00,2025-12-23 14:30:00+00:00,2025-12-23 14:43:00+00:00,Queen Alia International,Asia/Amman,AMM,2025-12-23 20:10:00+00:00,14.0,2025-12-23 19:57:00+00:00,,Tunisair,TU,TAR,152,TU152,TAR152,2025,12,23,Tuesday,14.0,TUN → AMM,False
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 13:45:00+00:00,2025-12-23 13:45:00+00:00,,Heathrow,Europe/London,LHR,2025-12-23 15:50:00+00:00,0.0,,,Tunisair,TU,TAR,790,TU790,TAR790,2025,12,23,Tuesday,0.0,TUN → LHR,False
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,75.0,2025-12-23 13:35:00+00:00,2025-12-23 13:35:00+00:00,2025-12-23 15:26:00+00:00,Orly,Europe/Paris,ORY,2025-12-23 16:00:00+00:00,74.0,2025-12-23 17:14:00+00:00,,Tunisair,TU,TAR,722,TU722,TAR722,2025,12,23,Tuesday,149.0,TUN → ORY,True
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,94.0,2025-12-23 13:30:00+00:00,2025-12-23 13:30:00+00:00,2025-12-23 15:15:00+00:00,MÃ©rignac,Europe/Paris,BOD,2025-12-23 15:35:00+00:00,93.0,2025-12-23 17:08:00+00:00,,Tunisair,TU,TAR,628,TU628,TAR628,2025,12,23,Tuesday,187.0,TUN → BOD,True
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 13:05:00+00:00,2025-12-23 13:05:00+00:00,,Es Senia,Africa/Algiers,ORN,2025-12-23 14:50:00+00:00,0.0,,,Tunisair,TU,TAR,708,TU708,TAR708,2025,12,23,Tuesday,0.0,TUN → ORN,False
2025-12-23,Unknown,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 12:35:00+00:00,2025-12-23 12:35:00+00:00,,Houari Boumediene,Africa/Algiers,ALG,2025-12-23 13:55:00+00:00,0.0,,,Tunisair,TU,TAR,374,TU374,TAR374,2025,12,23,Tuesday,0.0,TUN → ALG,False
2025-12-23,landed,Carthage,Africa/Tunis,TUN,10.0,2025-12-23 12:00:00+00:00,2025-12-23 12:00:00+00:00,2025-12-23 12:23:00+00:00,Marseille Provence Airport,Europe/Paris,MRS,2025-12-23 13:35:00+00:00,10.0,2025-12-23 13:45:00+00:00,2025-12-23 13:45:00+00:00,Tunisair,TU,TAR,902,TU902,TAR902,2025,12,23,Tuesday,20.0,TUN → MRS,True
2025-12-23,active,Orly,Europe/Paris,ORY,8.0,2025-12-23 11:50:00+00:00,2025-12-23 11:50:00+00:00,2025-12-23 12:25:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 14:20:00+00:00,36.0,2025-12-23 14:28:00+00:00,,Tunisair,TU,TAR,719,TU719,TAR719,2025,12,23,Tuesday,44.0,ORY → TUN,True
2025-12-23,active,Brussels Airport,Europe/Brussels,BRU,13.0,2025-12-23 10:35:00+00:00,2025-12-23 10:35:00+00:00,2025-12-23 11:16:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 13:15:00+00:00,41.0,2025-12-23 13:28:00+00:00,,Tunisair,TU,TAR,955,TU955,TAR955,2025,12,23,Tuesday,54.0,BRU → TUN,True
2025-12-23,scheduled,Milano Malpensa,Europe/Rome,MXP,134.0,2025-12-23 10:30:00+00:00,2025-12-23 10:30:00+00:00,2025-12-23 13:10:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 12:25:00+00:00,134.0,2025-12-23 14:39:00+00:00,,Tunisair,TU,TAR,757,TU757,TAR757,2025,12,23,Tuesday,268.0,MXP → TUN,True
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,72.0,2025-12-23 07:25:00+00:00,2025-12-23 07:25:00+00:00,2025-12-23 08:59:00+00:00,Blagnac,Europe/Paris,TLS,2025-12-23 09:20:00+00:00,71.0,2025-12-23 10:31:00+00:00,,Tunisair,TU,TAR,282,TU282,TAR282,2025,12,23,Tuesday,143.0,TUN → TLS,True
2025-12-23,landed,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 07:00:00+00:00,2025-12-23 07:00:00+00:00,2025-12-23 07:18:00+00:00,Brussels Airport,Europe/Brussels,BRU,2025-12-23 09:35:00+00:00,0.0,2025-12-23 09:27:00+00:00,2025-12-23 09:28:00+00:00,Tunisair,TU,TAR,954,TU954,TAR954,2025,12,23,Tuesday,0.0,TUN → BRU,False
2025-12-23,landed,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 06:55:00+00:00,2025-12-23 06:55:00+00:00,2025-12-23 07:13:00+00:00,Istanbul Airport,Europe/Istanbul,IST,2025-12-23 11:35:00+00:00,0.0,2025-12-23 11:19:00+00:00,2025-12-23 11:26:00+00:00,Tunisair,TU,TAR,214,TU214,TAR214,2025,12,23,Tuesday,0.0,TUN → IST,False
2025-12-24,scheduled,Charles De Gaulle,Europe/Paris,CDG,0.0,2025-12-24 01:35:00+00:00,2025-12-24 01:35:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-24 03:58:00+00:00,0.0,,,Tunisair,TU,TAR,2725,TU2725,TAR2725,2025,12,24,Wednesday,0.0,CDG → TUN,False
2025-12-24,scheduled,Cairo International Airport,Africa/Cairo,CAI,0.0,2025-12-24 03:15:00+00:00,2025-12-24 03:15:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-24 05:25:00+00:00,0.0,,,Tunisair,TU,TAR,814,TU814,TAR814,2025,12,24,Wednesday,0.0,CAI → TUN,False
2025-12-24,scheduled,Felix Houphouet Boigny,Africa/Abidjan,ABJ,0.0,2025-12-24 01:20:00+00:00,2025-12-24 01:20:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-24 07:30:00+00:00,0.0,,,Tunisair,TU,TAR,400,TU400,TAR400,2025,12,24,Wednesday,0.0,ABJ → TUN,False
2025-12-24,scheduled,King Abdulaziz International,Asia/Riyadh,JED,0.0,2025-12-24 03:40:00+00:00,2025-12-24 03:40:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-24 06:40:00+00:00,0.0,,,Tunisair,TU,TAR,914,TU914,TAR914,2025,12,24,Wednesday,0.0,JED → TUN,False
2025-12-24,scheduled,Mohamed V,Africa/Casablanca,CMN,0.0,2025-12-24 02:00:00+00:00,2025-12-24 02:00:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-24 04:25:00+00:00,0.0,,,Tunisair,TU,TAR,706,TU706,TAR706,2025,12,24,Wednesday,0.0,CMN → TUN,False
2025-12-24,scheduled,Conakry,Africa/Conakry,CKY,0.0,2025-12-24 00:25:00+00:00,2025-12-24 00:25:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-24 06:30:00+00:00,0.0,,,Tunisair,TU,TAR,343,TU343,TAR343,2025,12,24,Wednesday,0.0,CKY → TUN,False
2025-12-24,scheduled,King Abdulaziz International,Asia/Riyadh,JED,0.0,2025-12-24 02:10:00+00:00,2025-12-24 02:10:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-24 05:25:00+00:00,0.0,,,Tunisair,TU,TAR,714,TU714,TAR714,2025,12,24,Wednesday,0.0,JED → TUN,False
2025-12-23,active,Carthage,Africa/Tunis,TUN,5.0,2025-12-23 22:30:00+00:00,2025-12-23 22:30:00+00:00,2025-12-23 22:36:00+00:00,Charles De Gaulle,Europe/Paris,CDG,2025-12-24 00:41:00+00:00,7.0,2025-12-24 00:46:00+00:00,,Tunisair,TU,TAR,9020,TU9020,TAR9020,2025,12,23,Tuesday,12.0,TUN → CDG,False
2025-12-23,active,"Blaise Diagne International Airport
",Unknown,DSS,0.0,2025-12-23 22:15:00+00:00,2025-12-23 22:15:00+00:00,,Conakry,Africa/Conakry,CKY,2025-12-23 23:35:00+00:00,0.0,,,Tunisair,TU,TAR,343,TU343,TAR343,2025,12,23,Tuesday,0.0,DSS → CKY,False
2025-12-23,active,Bamako,Africa/Bamako,BKO,0.0,2025-12-23 22:45:00+00:00,2025-12-23 22:45:00+00:00,,Felix Houphouet Boigny,Africa/Abidjan,ABJ,2025-12-24 00:20:00+00:00,0.0,,,Tunisair,TU,TAR,400,TU400,TAR400,2025,12,23,Tuesday,0.0,BKO → ABJ,False
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 22:25:00+00:00,2025-12-23 22:25:00+00:00,,Mohamed V,Africa/Casablanca,CMN,2025-12-24 01:10:00+00:00,125.0,,,Tunisair,TU,TAR,705,TU705,TAR705,2025,12,23,Tuesday,125.0,TUN → CMN,True
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 22:10:00+00:00,2025-12-23 22:10:00+00:00,,Cairo International Airport,Africa/Cairo,CAI,2025-12-24 02:15:00+00:00,95.0,,,Tunisair,TU,TAR,813,TU813,TAR813,2025,12,23,Tuesday,95.0,TUN → CAI,True
2025-12-23,scheduled,Felix Houphouet Boigny,Africa/Abidjan,ABJ,0.0,2025-12-23 20:25:00+00:00,2025-12-23 20:25:00+00:00,,Bamako,Africa/Bamako,BKO,2025-12-23 21:55:00+00:00,0.0,,,Tunisair,TU,TAR,399,TU399,TAR399,2025,12,23,Tuesday,0.0,ABJ → BKO,False
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 20:05:00+00:00,2025-12-23 20:05:00+00:00,,King Abdulaziz International,Asia/Riyadh,JED,2025-12-24 02:30:00+00:00,65.0,,,Tunisair,TU,TAR,913,TU913,TAR913,2025,12,23,Tuesday,65.0,TUN → JED,True
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 18:25:00+00:00,2025-12-23 18:25:00+00:00,,King Abdulaziz International,Asia/Riyadh,JED,2025-12-24 00:40:00+00:00,105.0,,,Tunisair,TU,TAR,713,TU713,TAR713,2025,12,23,Tuesday,105.0,TUN → JED,True
2025-12-23,scheduled,Heathrow,Europe/London,LHR,118.0,2025-12-23 16:50:00+00:00,2025-12-23 16:50:00+00:00,2025-12-23 19:13:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 20:50:00+00:00,117.0,2025-12-23 22:47:00+00:00,,Tunisair,TU,TAR,791,TU791,TAR791,2025,12,23,Tuesday,235.0,LHR → TUN,True
2025-12-23,scheduled,Orly,Europe/Paris,ORY,0.0,2025-12-23 22:30:00+00:00,2025-12-23 22:30:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-24 00:40:00+00:00,0.0,,,Tunisair,TU,TAR,2725,TU2725,TAR2725,2025,12,23,Tuesday,0.0,ORY → TUN,False
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 17:00:00+00:00,2025-12-23 17:00:00+00:00,,"Blaise Diagne International Airport
",Unknown,DSS,2025-12-23 21:25:00+00:00,0.0,,,Tunisair,TU,TAR,343,TU343,TAR343,2025,12,23,Tuesday,0.0,TUN → DSS,False
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 16:55:00+00:00,2025-12-23 16:55:00+00:00,,Orly,Europe/Paris,ORY,2025-12-23 19:20:00+00:00,10.0,,,Tunisair,TU,TAR,724,TU724,TAR724,2025,12,23,Tuesday,10.0,TUN → ORY,False
2025-12-23,scheduled,MÃ©rignac,Europe/Paris,BOD,108.0,2025-12-23 16:35:00+00:00,2025-12-23 16:35:00+00:00,2025-12-23 18:26:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 18:35:00+00:00,107.0,2025-12-23 20:22:00+00:00,,Tunisair,TU,TAR,629,TU629,TAR629,2025,12,23,Tuesday,215.0,BOD → TUN,True
2025-12-23,scheduled,Orly,Europe/Paris,ORY,113.0,2025-12-23 17:00:00+00:00,2025-12-23 17:00:00+00:00,2025-12-23 19:13:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 19:25:00+00:00,113.0,2025-12-23 21:18:00+00:00,,Tunisair,TU,TAR,723,TU723,TAR723,2025,12,23,Tuesday,226.0,ORY → TUN,True
2025-12-23,scheduled,Es Senia,Africa/Algiers,ORN,114.0,2025-12-23 15:40:00+00:00,2025-12-23 15:40:00+00:00,2025-12-23 17:51:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 17:20:00+00:00,114.0,2025-12-23 19:14:00+00:00,,Tunisair,TU,TAR,709,TU709,TAR709,2025,12,23,Tuesday,228.0,ORN → TUN,True
2025-12-23,active,Djerba-Zarzis,Africa/Tunis,DJE,0.0,2025-12-23 15:30:00+00:00,2025-12-23 15:30:00+00:00,,Orly,Europe/Paris,ORY,2025-12-23 18:15:00+00:00,175.0,,,Tunisair,TU,TAR,634,TU634,TAR634,2025,12,23,Tuesday,175.0,DJE → ORY,True
2025-12-23,Unknown,Houari Boumediene,Africa/Algiers,ALG,0.0,2025-12-23 14:55:00+00:00,2025-12-23 14:55:00+00:00,,Carthage,Africa/Tunis,TUN,2025-12-23 16:05:00+00:00,0.0,,,Tunisair,TU,TAR,375,TU375,TAR375,2025,12,23,Tuesday,0.0,ALG → TUN,False
2025-12-23,landed,Marseille Provence Airport,Europe/Paris,MRS,29.0,2025-12-23 14:35:00+00:00,2025-12-23 14:35:00+00:00,2025-12-23 15:23:00+00:00,Carthage,Africa/Tunis,TUN,2025-12-23 16:10:00+00:00,29.0,2025-12-23 16:42:00+00:00,2025-12-23 16:39:00+00:00,Tunisair,TU,TAR,903,TU903,TAR903,2025,12,23,Tuesday,58.0,MRS → TUN,True
2025-12-23,active,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 15:05:00+00:00,2025-12-23 15:05:00+00:00,,Felix Houphouet Boigny,Africa/Abidjan,ABJ,2025-12-23 19:25:00+00:00,85.0,,,Tunisair,TU,TAR,399,TU399,TAR399,2025,12,23,Tuesday,85.0,TUN → ABJ,True
2025-12-23,landed,Carthage,Africa/Tunis,TUN,0.0,2025-12-23 14:30:00+00:00,2025-12-23 14:30:00+00:00,2025-12-23 14:43:00+00:00,Queen Alia International,Asia/Amman,AMM,2025-12-23 20:10:00+00:00,0.0,2025-12-23 19:58:00+00:00,2025-12-23 20:01:00+00:00,Tunisair,TU,TAR,152,TU152,TAR152,2025,12,23,Tuesday,0.0,TUN → AMM,False
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,110.0,2025-12-23 13:45:00+00:00,2025-12-23 13:45:00+00:00,2025-12-23 16:09:00+00:00,Heathrow,Europe/London,LHR,2025-12-23 15:50:00+00:00,110.0,2025-12-23 17:40:00+00:00,,Tunisair,TU,TAR,790,TU790,TAR790,2025,12,23,Tuesday,220.0,TUN → LHR,True
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,88.0,2025-12-23 13:35:00+00:00,2025-12-23 13:35:00+00:00,2025-12-23 15:26:00+00:00,Orly,Europe/Paris,ORY,2025-12-23 16:00:00+00:00,87.0,2025-12-23 17:27:00+00:00,,Tunisair,TU,TAR,722,TU722,TAR722,2025,12,23,Tuesday,175.0,TUN → ORY,True
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,91.0,2025-12-23 13:30:00+00:00,2025-12-23 13:30:00+00:00,2025-12-23 15:16:00+00:00,MÃ©rignac,Europe/Paris,BOD,2025-12-23 15:35:00+00:00,91.0,2025-12-23 17:06:00+00:00,,Tunisair,TU,TAR,628,TU628,TAR628,2025,12,23,Tuesday,182.0,TUN → BOD,True
2025-12-23,scheduled,Carthage,Africa/Tunis,TUN,107.0,2025-12-23 13:05:00+00:00,2025-12-23 13:05:00+00:00,2025-12-23 15:08:00+00:00,Es Senia,Africa/Algiers,ORN,2025-12-23 14:50:00+00:00,106.0,2025-12-23 16:36:00+00:00,,Tunisair,TU,TAR,708,TU708,TAR708,2025,12,23,Tuesday,213.0,TUN → ORN,True
